ARRIVALS,,,,
#sitename,,,,
#onset,,,,
#first motion,,,,
#phase,,,,
#year month day,,,,
#hour minute,,,,
#second,,,,
#uncertainty in seconds,,,,
#peak amplitude,,,,
#frequency at P phase,,,,
,,,,
TIME SERIES,,,,
LLPS,LLPS,LLPS,#sitename,
EHE _,EHN _,EHZ _,#component,
unnamed,unnamed,unnamed,#authority,
20180828,20180828,20180828,#year month day,
438,438,438,#hour minute,
7.112,7.112,7.112,#second,
100,100,100,#samples per second,
27126,27126,27126,#number of samples,
0,0,0,#sync,
,,,#sync source,
--------,--------,--------,,
709,-2213,404,14389,
785,-2192,377,14390,
735,-2141,355,14391,
741,-2183,334,14392,
706,-2150,300,14393,
737,-2188,266,14394,
811,-2185,232,14395,
779,-2194,218,14396,
856,-2158,330,14397,
828,-2083,387,14398,
812,-2195,384,14399,
849,-2200,501,14400,
811,-2156,547,14401,
800,-2147,566,14402,
762,-2125,539,14403,
757,-2201,468,14404,
779,-2193,562,14405,
726,-2112,549,14406,
695,-2195,381,14407,
665,-2197,323,14408,
674,-2070,339,14409,
712,-2040,372,14410,
626,-2085,321,14411,
711,-2133,220,14412,
756,-2102,189,14413,
707,-2175,157,14414,
750,-2171,163,14415,
721,-2118,214,14416,
799,-2132,255,14417,
856,-2107,311,14418,
822,-2229,378,14419,
824,-2253,470,14420,
818,-2264,491,14421,
859,-2414,426,14422,
866,-2371,450,14423,
840,-2221,489,14424,
838,-2169,539,14425,
796,-2193,502,14426,
863,-2288,349,14427,
941,-2302,328,14428,
924,-2306,299,14429,
892,-2299,235,14430,
823,-2238,204,14431,
850,-2269,217,14432,
868,-2295,293,14433,
857,-2348,358,14434,
851,-2303,442,14435,
825,-2205,449,14436,
863,-2272,421,14437,
825,-2360,393,14438,
870,-2357,378,14439,
868,-2369,388,14440,
707,-2360,281,14441,
797,-2339,236,14442,
875,-2340,308,14443,
856,-2336,292,14444,
886,-2357,307,14445,
807,-2335,353,14446,
859,-2418,275,14447,
965,-2468,249,14448,
972,-2456,274,14449,
977,-2411,299,14450,
959,-2351,300,14451,
1014,-2394,265,14452,
944,-2378,308,14453,
955,-2330,304,14454,
997,-2252,384,14455,
971,-2340,458,14456,
1112,-2403,372,14457,
1030,-2346,388,14458,
989,-2417,321,14459,
959,-2365,254,14460,
864,-2340,250,14461,
870,-2378,132,14462,
877,-2364,163,14463,
971,-2404,246,14464,
894,-2429,304,14465,
859,-2420,333,14466,
898,-2382,313,14467,
855,-2316,367,14468,
824,-2233,422,14469,
772,-2233,514,14470,
740,-2203,502,14471,
755,-2197,437,14472,
743,-2197,444,14473,
678,-2108,366,14474,
711,-2041,381,14475,
753,-2003,407,14476,
820,-2101,365,14477,
821,-2108,396,14478,
774,-2139,358,14479,
805,-2156,296,14480,
847,-2190,256,14481,
988,-2301,316,14482,
945,-2168,433,14483,
914,-2136,414,14484,
924,-2153,433,14485,
851,-2128,486,14486,
914,-2121,467,14487,
824,-2067,476,14488,
771,-2045,474,14489,
785,-2062,371,14490,
794,-2063,282,14491,
804,-2099,220,14492,
763,-2046,241,14493,
770,-1941,292,14494,
809,-1978,212,14495,
847,-1966,156,14496,
850,-2012,178,14497,
824,-1994,276,14498,
724,-2014,336,14499,
781,-2066,364,14500,
747,-2041,370,14501,
730,-2103,411,14502,
770,-2082,525,14503,
656,-2122,479,14504,
783,-2174,413,14505,
838,-2202,403,14506,
808,-2222,439,14507,
795,-2192,469,14508,
762,-2131,399,14509,
793,-2182,299,14510,
826,-2312,198,14511,
913,-2337,214,14512,
930,-2408,287,14513,
868,-2377,276,14514,
813,-2296,283,14515,
858,-2312,366,14516,
871,-2392,434,14517,
825,-2355,479,14518,
786,-2259,498,14519,
779,-2347,414,14520,
835,-2356,290,14521,
879,-2459,247,14522,
952,-2511,279,14523,
924,-2396,299,14524,
925,-2473,277,14525,
941,-2487,261,14526,
942,-2441,279,14527,
961,-2374,283,14528,
816,-2260,309,14529,
788,-2276,347,14530,
782,-2298,297,14531,
796,-2334,260,14532,
884,-2370,264,14533,
786,-2251,263,14534,
796,-2208,304,14535,
899,-2236,339,14536,
910,-2248,307,14537,
1015,-2327,280,14538,
1004,-2238,288,14539,
919,-2134,236,14540,
971,-2143,198,14541,
951,-2184,207,14542,
994,-2300,244,14543,
989,-2309,328,14544,
951,-2302,335,14545,
1019,-2322,258,14546,
1011,-2338,209,14547,
1065,-2260,262,14548,
974,-2135,398,14549,
802,-2166,490,14550,
854,-2169,439,14551,
831,-2197,325,14552,
829,-2208,294,14553,
863,-2128,315,14554,
838,-2127,363,14555,
917,-2161,358,14556,
891,-2144,292,14557,
857,-2220,290,14558,
790,-2252,292,14559,
724,-2117,359,14560,
767,-2130,391,14561,
747,-2242,370,14562,
890,-2263,421,14563,
850,-2197,415,14564,
652,-2166,463,14565,
656,-2158,521,14566,
620,-2207,440,14567,
741,-2266,353,14568,
786,-2229,384,14569,
673,-2237,370,14570,
733,-2196,271,14571,
753,-2172,249,14572,
818,-2282,191,14573,
817,-2302,209,14574,
744,-2136,332,14575,
744,-2094,354,14576,
727,-2212,335,14577,
806,-2259,341,14578,
813,-2290,371,14579,
791,-2238,418,14580,
792,-2189,457,14581,
769,-2296,436,14582,
863,-2348,417,14583,
870,-2372,449,14584,
751,-2337,461,14585,
757,-2251,490,14586,
818,-2257,485,14587,
840,-2272,402,14588,
853,-2226,415,14589,
821,-2187,432,14590,
730,-2218,340,14591,
664,-2176,293,14592,
768,-2258,274,14593,
819,-2318,277,14594,
788,-2243,297,14595,
828,-2205,355,14596,
816,-2228,403,14597,
871,-2295,374,14598,
827,-2138,392,14599,
808,-2096,351,14600,
876,-2109,341,14601,
870,-2128,359,14602,
922,-2156,267,14603,
828,-2094,314,14604,
877,-2252,343,14605,
919,-2294,325,14606,
885,-2340,403,14607,
961,-2393,347,14608,
921,-2351,314,14609,
965,-2420,313,14610,
956,-2439,294,14611,
1011,-2474,382,14612,
1017,-2487,440,14613,
944,-2424,487,14614,
965,-2396,462,14615,
942,-2365,509,14616,
950,-2363,559,14617,
933,-2355,460,14618,
935,-2301,406,14619,
953,-2375,336,14620,
991,-2306,352,14621,
855,-2236,369,14622,
857,-2346,245,14623,
925,-2346,192,14624,
811,-2401,268,14625,
862,-2338,267,14626,
851,-2168,317,14627,
903,-2193,402,14628,
933,-2273,372,14629,
910,-2241,406,14630,
859,-2149,413,14631,
727,-2084,435,14632,
778,-2050,412,14633,
763,-2017,388,14634,
741,-2049,394,14635,
777,-2082,302,14636,
779,-2030,314,14637,
822,-2082,282,14638,
874,-2027,252,14639,
822,-2065,251,14640,
804,-2162,203,14641,
823,-2061,249,14642,
805,-2204,281,14643,
865,-2246,310,14644,
770,-2139,355,14645,
766,-2135,444,14646,
705,-2159,438,14647,
620,-2207,364,14648,
708,-2184,446,14649,
645,-2185,421,14650,
746,-2237,312,14651,
756,-2314,276,14652,
725,-2204,253,14653,
801,-2138,265,14654,
759,-2250,241,14655,
863,-2235,258,14656,
906,-2310,297,14657,
842,-2397,254,14658,
866,-2274,293,14659,
876,-2185,332,14660,
941,-2191,324,14661,
961,-2180,389,14662,
907,-2219,385,14663,
900,-2205,347,14664,
782,-2220,316,14665,
747,-2288,257,14666,
835,-2279,283,14667,
869,-2299,257,14668,
962,-2272,196,14669,
995,-2333,221,14670,
991,-2421,166,14671,
1003,-2422,171,14672,
982,-2419,289,14673,
972,-2420,377,14674,
878,-2476,401,14675,
906,-2415,395,14676,
942,-2381,431,14677,
860,-2386,414,14678,
888,-2288,473,14679,
840,-2245,558,14680,
831,-2217,474,14681,
880,-2210,401,14682,
890,-2248,351,14683,
928,-2202,359,14684,
942,-2158,382,14685,
975,-2164,310,14686,
974,-2167,320,14687,
988,-2219,327,14688,
1029,-2263,296,14689,
954,-2260,297,14690,
871,-2191,328,14691,
780,-2212,404,14692,
779,-2227,260,14693,
826,-2155,216,14694,
743,-2197,334,14695,
717,-2078,290,14696,
700,-1990,359,14697,
747,-2097,375,14698,
811,-2083,381,14699,
851,-2162,365,14700,
798,-2189,289,14701,
859,-2153,274,14702,
933,-2204,156,14703,
806,-2221,222,14704,
965,-2307,216,14705,
892,-2307,201,14706,
803,-2278,350,14707,
887,-2285,302,14708,
764,-2284,318,14709,
826,-2275,354,14710,
771,-2203,330,14711,
668,-2150,396,14712,
748,-2142,361,14713,
793,-2193,292,14714,
876,-2271,325,14715,
865,-2230,375,14716,
744,-2111,489,14717,
724,-2172,409,14718,
744,-2228,271,14719,
800,-2200,350,14720,
863,-2260,357,14721,
822,-2211,383,14722,
763,-2150,408,14723,
759,-2250,359,14724,
744,-2302,320,14725,
819,-2373,297,14726,
880,-2361,321,14727,
822,-2226,302,14728,
943,-2283,303,14729,
1038,-2328,382,14730,
1007,-2322,412,14731,
985,-2358,434,14732,
861,-2309,439,14733,
842,-2310,351,14734,
928,-2417,272,14735,
949,-2447,267,14736,
875,-2391,362,14737,
753,-2324,327,14738,
807,-2326,261,14739,
884,-2381,345,14740,
899,-2351,397,14741,
864,-2253,534,14742,
782,-2184,531,14743,
831,-2192,446,14744,
805,-2227,478,14745,
802,-2254,398,14746,
824,-2244,388,14747,
685,-2188,392,14748,
714,-2135,324,14749,
791,-2195,294,14750,
794,-2278,260,14751,
837,-2311,274,14752,
802,-2310,248,14753,
830,-2289,212,14754,
868,-2364,253,14755,
861,-2376,334,14756,
894,-2322,469,14757,
792,-2330,516,14758,
681,-2258,473,14759,
752,-2184,507,14760,
838,-2182,502,14761,
775,-2077,503,14762,
752,-2032,525,14763,
764,-2061,394,14764,
729,-2060,298,14765,
786,-2122,210,14766,
849,-2105,175,14767,
912,-2106,261,14768,
979,-2156,315,14769,
1011,-2093,408,14770,
982,-2076,371,14771,
1006,-2121,365,14772,
968,-2226,444,14773,
887,-2256,415,14774,
977,-2207,431,14775,
901,-2289,356,14776,
925,-2232,335,14777,
893,-2184,462,14778,
767,-2180,470,14779,
869,-2134,438,14780,
816,-2170,410,14781,
808,-2174,364,14782,
814,-2218,280,14783,
805,-2229,190,14784,
789,-2188,215,14785,
767,-2193,205,14786,
879,-2268,184,14787,
900,-2288,237,14788,
837,-2207,341,14789,
842,-2187,482,14790,
867,-2237,408,14791,
910,-2268,311,14792,
1018,-2265,344,14793,
972,-2243,324,14794,
936,-2195,354,14795,
936,-2236,325,14796,
981,-2302,301,14797,
1087,-2360,313,14798,
1040,-2375,261,14799,
1004,-2257,366,14800,
950,-2281,412,14801,
962,-2269,361,14802,
970,-2269,308,14803,
945,-2384,216,14804,
951,-2310,274,14805,
884,-2269,313,14806,
888,-2220,297,14807,
892,-2220,292,14808,
877,-2216,291,14809,
882,-2153,356,14810,
814,-2103,299,14811,
786,-2135,300,14812,
827,-2288,430,14813,
848,-2236,385,14814,
921,-2285,275,14815,
921,-2357,212,14816,
912,-2275,241,14817,
938,-2332,303,14818,
862,-2437,231,14819,
852,-2375,209,14820,
778,-2300,271,14821,
746,-2310,316,14822,
770,-2258,380,14823,
707,-2282,440,14824,
726,-2304,420,14825,
714,-2304,353,14826,
770,-2364,334,14827,
703,-2325,311,14828,
688,-2258,262,14829,
780,-2259,260,14830,
646,-2233,327,14831,
741,-2243,288,14832,
829,-2269,205,14833,
848,-2287,196,14834,
922,-2293,200,14835,
829,-2294,282,14836,
784,-2318,383,14837,
710,-2223,514,14838,
623,-2191,526,14839,
717,-2281,457,14840,
770,-2357,454,14841,
780,-2357,424,14842,
818,-2197,466,14843,
714,-2136,430,14844,
750,-2189,375,14845,
771,-2204,362,14846,
739,-2256,308,14847,
783,-2256,260,14848,
691,-2230,202,14849,
794,-2195,241,14850,
828,-2209,232,14851,
785,-2251,207,14852,
809,-2240,293,14853,
722,-2247,318,14854,
775,-2236,312,14855,
820,-2260,295,14856,
861,-2233,319,14857,
856,-2197,456,14858,
854,-2265,519,14859,
922,-2211,548,14860,
924,-2166,549,14861,
930,-2273,438,14862,
866,-2148,427,14863,
875,-2123,430,14864,
868,-2280,361,14865,
855,-2197,357,14866,
939,-2230,401,14867,
920,-2257,435,14868,
925,-2241,445,14869,
848,-2306,488,14870,
746,-2246,543,14871,
808,-2207,493,14872,
863,-2186,458,14873,
913,-2156,488,14874,
908,-2138,421,14875,
891,-2209,353,14876,
902,-2278,262,14877,
880,-2198,262,14878,
848,-2201,336,14879,
863,-2212,271,14880,
851,-2166,281,14881,
815,-2246,266,14882,
900,-2262,225,14883,
879,-2279,236,14884,
874,-2328,308,14885,
833,-2181,445,14886,
832,-2182,402,14887,
924,-2220,356,14888,
856,-2161,416,14889,
934,-2173,425,14890,
929,-2115,392,14891,
885,-2130,331,14892,
850,-2188,276,14893,
838,-2261,270,14894,
883,-2245,241,14895,
784,-2254,184,14896,
875,-2288,158,14897,
941,-2253,166,14898,
929,-2341,181,14899,
993,-2261,207,14900,
998,-2231,311,14901,
949,-2322,368,14902,
883,-2250,403,14903,
863,-2203,438,14904,
825,-2214,404,14905,
784,-2131,428,14906,
751,-2111,406,14907,
786,-2126,337,14908,
815,-2085,336,14909,
835,-2140,329,14910,
771,-2063,335,14911,
718,-2086,353,14912,
860,-2197,292,14913,
849,-2194,232,14914,
888,-2247,280,14915,
867,-2212,350,14916,
768,-2246,366,14917,
813,-2290,326,14918,
810,-2310,307,14919,
911,-2373,311,14920,
858,-2268,317,14921,
798,-2240,341,14922,
866,-2246,374,14923,
767,-2247,441,14924,
736,-2382,465,14925,
690,-2326,452,14926,
596,-2241,387,14927,
716,-2245,305,14928,
775,-2194,267,14929,
781,-2177,237,14930,
852,-2158,288,14931,
862,-2139,285,14932,
892,-2184,228,14933,
883,-2277,253,14934,
886,-2252,311,14935,
789,-2273,349,14936,
753,-2339,334,14937,
885,-2351,342,14938,
927,-2423,342,14939,
916,-2364,304,14940,
810,-2236,382,14941,
761,-2228,401,14942,
837,-2308,250,14943,
966,-2293,211,14944,
1033,-2292,264,14945,
942,-2259,311,14946,
944,-2181,373,14947,
996,-2350,420,14948,
969,-2355,501,14949,
955,-2303,531,14950,
832,-2334,499,14951,
766,-2296,428,14952,
900,-2328,331,14953,
870,-2277,407,14954,
826,-2254,466,14955,
859,-2158,403,14956,
779,-2117,391,14957,
778,-2226,328,14958,
771,-2265,317,14959,
812,-2306,321,14960,
828,-2299,269,14961,
807,-2326,234,14962,
919,-2304,149,14963,
874,-2280,207,14964,
830,-2325,295,14965,
800,-2292,283,14966,
746,-2252,338,14967,
816,-2223,341,14968,
856,-2184,352,14969,
863,-2156,436,14970,
839,-2134,489,14971,
773,-2070,473,14972,
748,-2074,379,14973,
737,-2093,362,14974,
767,-2114,336,14975,
848,-2168,253,14976,
808,-2099,241,14977,
808,-2074,218,14978,
911,-2088,218,14979,
967,-2177,191,14980,
1044,-2306,138,14981,
963,-2301,227,14982,
854,-2325,336,14983,
876,-2313,411,14984,
849,-2305,461,14985,
978,-2341,444,14986,
1017,-2221,453,14987,
880,-2119,551,14988,
840,-2130,606,14989,
818,-2177,485,14990,
882,-2230,433,14991,
852,-2211,434,14992,
838,-2186,314,14993,
927,-2174,235,14994,
883,-2237,160,14995,
907,-2248,163,14996,
903,-2136,278,14997,
798,-2100,380,14998,
821,-2158,461,14999,
837,-2262,448,15000,
902,-2312,437,15001,
910,-2321,430,15002,
900,-2351,398,15003,
979,-2381,378,15004,
887,-2360,325,15005,
885,-2317,345,15006,
782,-2282,374,15007,
716,-2233,322,15008,
766,-2177,276,15009,
748,-2256,211,15010,
908,-2315,127,15011,
834,-2210,164,15012,
777,-2237,319,15013,
823,-2208,379,15014,
804,-2193,372,15015,
859,-2302,375,15016,
762,-2302,355,15017,
809,-2319,331,15018,
871,-2320,283,15019,
848,-2338,284,15020,
938,-2378,315,15021,
893,-2315,328,15022,
867,-2290,351,15023,
862,-2329,377,15024,
844,-2346,343,15025,
901,-2326,265,15026,
909,-2346,234,15027,
910,-2370,190,15028,
884,-2316,242,15029,
863,-2260,298,15030,
897,-2213,303,15031,
891,-2246,407,15032,
891,-2204,440,15033,
905,-2153,474,15034,
837,-2231,474,15035,
835,-2250,403,15036,
821,-2220,423,15037,
775,-2214,338,15038,
824,-2255,287,15039,
764,-2244,323,15040,
776,-2287,258,15041,
840,-2251,273,15042,
822,-2194,282,15043,
848,-2246,297,15044,
810,-2206,393,15045,
835,-2283,378,15046,
809,-2320,363,15047,
848,-2310,351,15048,
926,-2326,363,15049,
806,-2224,407,15050,
845,-2171,389,15051,
749,-2155,405,15052,
754,-2229,400,15053,
876,-2203,420,15054,
683,-2118,434,15055,
680,-2137,372,15056,
770,-2124,352,15057,
812,-2214,280,15058,
870,-2240,239,15059,
873,-2138,307,15060,
854,-2071,282,15061,
827,-2134,251,15062,
824,-2220,269,15063,
818,-2250,298,15064,
756,-2248,389,15065,
725,-2168,428,15066,
768,-2186,459,15067,
791,-2220,486,15068,
869,-2186,449,15069,
835,-2110,448,15070,
785,-2101,367,15071,
831,-2124,292,15072,
849,-2204,287,15073,
978,-2279,263,15074,
943,-2195,356,15075,
911,-2262,380,15076,
908,-2299,295,15077,
808,-2283,297,15078,
903,-2256,344,15079,
851,-2190,416,15080,
875,-2301,391,15081,
934,-2382,398,15082,
797,-2360,488,15083,
754,-2301,390,15084,
690,-2327,350,15085,
712,-2276,427,15086,
757,-2214,437,15087,
755,-2352,348,15088,
807,-2326,280,15089,
771,-2223,375,15090,
756,-2273,306,15091,
876,-2352,287,15092,
870,-2382,398,15093,
834,-2325,356,15094,
754,-2334,323,15095,
687,-2328,329,15096,
859,-2178,423,15097,
912,-2298,447,15098,
883,-2427,363,15099,
792,-2281,380,15100,
789,-2098,370,15101,
869,-2120,319,15102,
791,-2257,372,15103,
813,-2092,404,15104,
769,-2090,376,15105,
770,-2233,247,15106,
866,-2193,114,15107,
879,-2157,161,15108,
923,-2191,203,15109,
929,-2269,232,15110,
886,-2210,225,15111,
839,-2121,292,15112,
963,-2186,345,15113,
985,-2182,333,15114,
867,-2092,501,15115,
866,-2165,540,15116,
788,-2257,537,15117,
794,-2324,526,15118,
889,-2272,374,15119,
939,-2243,247,15120,
908,-2240,211,15121,
881,-2126,379,15122,
911,-2165,447,15123,
954,-2247,345,15124,
909,-2239,366,15125,
804,-2141,432,15126,
909,-2187,425,15127,
927,-2279,310,15128,
886,-2201,281,15129,
865,-2158,419,15130,
870,-2131,417,15131,
925,-2140,315,15132,
817,-2254,346,15133,
921,-2251,367,15134,
965,-2177,350,15135,
871,-2152,345,15136,
848,-2132,342,15137,
785,-2171,338,15138,
838,-2232,224,15139,
787,-2264,238,15140,
819,-2220,327,15141,
870,-2187,345,15142,
815,-2222,367,15143,
787,-2261,334,15144,
762,-2253,399,15145,
827,-2327,263,15146,
781,-2315,177,15147,
856,-2175,404,15148,
933,-2241,374,15149,
902,-2375,280,15150,
944,-2393,253,15151,
898,-2344,218,15152,
875,-2349,283,15153,
872,-2305,374,15154,
926,-2311,323,15155,
1000,-2465,176,15156,
999,-2572,201,15157,
930,-2427,293,15158,
903,-2183,359,15159,
950,-2340,373,15160,
911,-2532,332,15161,
901,-2341,369,15162,
863,-2172,455,15163,
779,-2219,409,15164,
738,-2267,298,15165,
854,-2232,322,15166,
901,-2234,332,15167,
809,-2240,273,15168,
875,-2193,266,15169,
787,-2182,339,15170,
796,-2248,318,15171,
876,-2249,276,15172,
802,-2139,278,15173,
874,-2171,210,15174,
902,-2217,269,15175,
884,-2157,289,15176,
921,-2145,323,15177,
955,-2173,414,15178,
882,-2227,364,15179,
801,-2228,347,15180,
832,-2154,363,15181,
869,-2107,368,15182,
719,-2208,290,15183,
715,-2261,297,15184,
919,-2179,398,15185,
847,-2137,355,15186,
851,-2190,346,15187,
856,-2204,384,15188,
755,-2172,373,15189,
799,-2268,237,15190,
772,-2246,144,15191,
806,-2112,263,15192,
926,-2212,302,15193,
921,-2366,275,15194,
795,-2314,366,15195,
717,-2208,442,15196,
746,-2169,522,15197,
696,-2356,614,15198,
721,-2398,594,15199,
830,-2201,583,15200,
734,-2303,447,15201,
709,-2292,276,15202,
825,-2122,352,15203,
734,-2075,368,15204,
669,-2108,238,15205,
710,-2168,188,15206,
707,-2128,254,15207,
791,-2228,277,15208,
799,-2229,277,15209,
791,-2163,293,15210,
855,-2216,228,15211,
867,-2176,290,15212,
823,-2159,430,15213,
778,-2075,517,15214,
823,-2134,549,15215,
734,-2363,405,15216,
680,-2356,301,15217,
842,-2243,280,15218,
896,-2279,173,15219,
838,-2288,190,15220,
833,-2224,321,15221,
906,-2262,334,15222,
920,-2208,360,15223,
882,-2230,454,15224,
864,-2341,500,15225,
854,-2289,472,15226,
904,-2272,382,15227,
899,-2205,408,15228,
921,-2134,468,15229,
972,-2204,470,15230,
931,-2196,513,15231,
911,-2211,450,15232,
973,-2350,317,15233,
1084,-2383,277,15234,
1008,-2307,382,15235,
958,-2269,440,15236,
1073,-2313,336,15237,
1127,-2417,272,15238,
1111,-2393,234,15239,
1088,-2348,289,15240,
1037,-2278,410,15241,
915,-2258,440,15242,
966,-2413,439,15243,
972,-2338,347,15244,
918,-2307,364,15245,
869,-2249,484,15246,
808,-2165,468,15247,
860,-2282,431,15248,
787,-2298,316,15249,
826,-2264,280,15250,
775,-2248,309,15251,
679,-2271,227,15252,
757,-2219,291,15253,
745,-2270,374,15254,
749,-2342,318,15255,
687,-2312,335,15256,
715,-2315,330,15257,
693,-2315,297,15258,
653,-2301,371,15259,
684,-2252,383,15260,
619,-2225,410,15261,
672,-2154,448,15262,
651,-2064,508,15263,
640,-2045,479,15264,
742,-2126,318,15265,
770,-2146,311,15266,
748,-2115,212,15267,
767,-2077,209,15268,
721,-2106,334,15269,
747,-2258,284,15270,
907,-2338,215,15271,
958,-2370,144,15272,
1004,-2290,191,15273,
914,-2194,354,15274,
912,-2225,409,15275,
927,-2286,391,15276,
831,-2337,426,15277,
915,-2341,416,15278,
894,-2247,446,15279,
880,-2202,461,15280,
889,-2244,405,15281,
873,-2188,437,15282,
949,-2162,401,15283,
894,-2143,346,15284,
866,-2053,323,15285,
887,-2057,350,15286,
865,-2097,340,15287,
928,-2110,297,15288,
872,-2170,346,15289,
808,-2203,263,15290,
833,-2174,260,15291,
831,-2329,333,15292,
917,-2316,332,15293,
883,-2192,399,15294,
809,-2255,406,15295,
780,-2201,412,15296,
749,-2282,364,15297,
814,-2353,301,15298,
828,-2315,302,15299,
829,-2271,211,15300,
846,-2223,188,15301,
924,-2252,188,15302,
967,-2234,208,15303,
899,-2288,290,15304,
882,-2235,250,15305,
869,-2214,248,15306,
899,-2316,319,15307,
875,-2258,418,15308,
818,-2223,480,15309,
801,-2189,407,15310,
770,-2165,384,15311,
810,-2296,381,15312,
910,-2366,314,15313,
932,-2316,330,15314,
851,-2292,360,15315,
903,-2293,285,15316,
974,-2326,259,15317,
986,-2323,235,15318,
917,-2218,174,15319,
788,-2193,142,15320,
844,-2279,101,15321,
936,-2335,156,15322,
970,-2266,284,15323,
945,-2189,456,15324,
900,-2148,511,15325,
842,-2108,400,15326,
869,-2256,348,15327,
939,-2276,361,15328,
890,-2152,414,15329,
898,-2159,457,15330,
838,-2175,419,15331,
873,-2269,286,15332,
1019,-2334,263,15333,
968,-2235,321,15334,
902,-2178,334,15335,
846,-2225,357,15336,
874,-2320,252,15337,
957,-2447,240,15338,
909,-2416,322,15339,
767,-2325,314,15340,
732,-2272,356,15341,
825,-2304,378,15342,
866,-2365,430,15343,
891,-2315,496,15344,
825,-2278,529,15345,
761,-2221,507,15346,
717,-2177,387,15347,
689,-2137,377,15348,
662,-2117,357,15349,
707,-2099,295,15350,
836,-2076,334,15351,
788,-2140,320,15352,
855,-2218,283,15353,
885,-2272,353,15354,
884,-2295,340,15355,
931,-2294,336,15356,
890,-2242,480,15357,
921,-2280,413,15358,
920,-2310,389,15359,
928,-2297,478,15360,
830,-2320,382,15361,
855,-2192,429,15362,
914,-2295,428,15363,
795,-2353,355,15364,
778,-2232,469,15365,
693,-2331,364,15366,
694,-2261,217,15367,
839,-2291,208,15368,
815,-2289,167,15369,
826,-2154,237,15370,
866,-2236,308,15371,
744,-2150,384,15372,
753,-2220,414,15373,
697,-2243,492,15374,
697,-2127,548,15375,
823,-2370,385,15376,
737,-2270,423,15377,
896,-2253,393,15378,
863,-2389,333,15379,
723,-2207,533,15380,
858,-2365,475,15381,
693,-2345,357,15382,
756,-2244,459,15383,
848,-2280,408,15384,
648,-2180,237,15385,
826,-2258,263,15386,
846,-2228,224,15387,
748,-2170,61,15388,
944,-2215,173,15389,
830,-2123,360,15390,
766,-2053,319,15391,
841,-2165,273,15392,
729,-2094,345,15393,
736,-1925,377,15394,
881,-2108,306,15395,
913,-2248,180,15396,
840,-2136,248,15397,
963,-2137,316,15398,
948,-2265,172,15399,
860,-2243,186,15400,
1070,-2240,263,15401,
1052,-2415,182,15402,
897,-2348,148,15403,
1062,-2118,343,15404,
1039,-2214,350,15405,
948,-2370,245,15406,
1080,-2201,479,15407,
974,-2103,603,15408,
844,-2233,496,15409,
832,-2310,376,15410,
816,-2161,346,15411,
751,-1994,361,15412,
819,-2137,273,15413,
920,-2161,265,15414,
801,-2093,359,15415,
815,-2261,352,15416,
787,-2336,258,15417,
718,-2278,261,15418,
776,-2343,291,15419,
881,-2403,219,15420,
904,-2375,214,15421,
856,-2250,384,15422,
940,-2252,399,15423,
960,-2442,293,15424,
935,-2347,355,15425,
840,-2247,476,15426,
758,-2263,521,15427,
710,-2328,414,15428,
682,-2284,404,15429,
762,-2095,413,15430,
816,-2103,319,15431,
828,-2150,291,15432,
765,-2264,233,15433,
846,-2242,261,15434,
859,-2217,307,15435,
827,-2303,289,15436,
821,-2244,317,15437,
768,-2255,396,15438,
770,-2240,485,15439,
654,-2238,502,15440,
737,-2285,436,15441,
813,-2221,455,15442,
778,-2207,505,15443,
761,-2250,390,15444,
781,-2274,341,15445,
835,-2316,335,15446,
756,-2240,376,15447,
757,-2171,419,15448,
796,-2227,325,15449,
807,-2221,265,15450,
806,-2278,218,15451,
812,-2217,292,15452,
883,-2084,344,15453,
928,-2120,364,15454,
854,-2181,455,15455,
861,-2245,442,15456,
912,-2178,442,15457,
928,-2147,414,15458,
952,-2199,338,15459,
967,-2236,349,15460,
1102,-2246,373,15461,
1049,-2235,353,15462,
1008,-2291,320,15463,
1031,-2341,285,15464,
931,-2386,229,15465,
970,-2368,186,15466,
878,-2296,237,15467,
804,-2263,215,15468,
876,-2269,173,15469,
882,-2230,255,15470,
844,-2207,322,15471,
732,-2179,398,15472,
655,-2214,368,15473,
676,-2308,299,15474,
713,-2266,329,15475,
744,-2234,359,15476,
751,-2162,391,15477,
696,-2117,371,15478,
735,-2176,285,15479,
707,-2179,196,15480,
750,-2194,154,15481,
855,-2256,194,15482,
802,-2316,229,15483,
993,-2348,263,15484,
1015,-2336,389,15485,
937,-2265,453,15486,
1044,-2261,495,15487,
918,-2330,521,15488,
971,-2386,400,15489,
1050,-2356,335,15490,
907,-2251,386,15491,
1009,-2263,506,15492,
982,-2342,379,15493,
884,-2347,199,15494,
911,-2203,274,15495,
885,-2191,202,15496,
923,-2204,239,15497,
903,-2056,425,15498,
1007,-2161,429,15499,
979,-2211,396,15500,
857,-2185,386,15501,
915,-2204,403,15502,
871,-2192,394,15503,
889,-2216,407,15504,
879,-2207,492,15505,
795,-2238,458,15506,
795,-2199,378,15507,
774,-2185,399,15508,
829,-2193,405,15509,
911,-2167,380,15510,
886,-2208,349,15511,
900,-2207,359,15512,
829,-2125,364,15513,
799,-2144,340,15514,
857,-2166,364,15515,
808,-2216,329,15516,
852,-2317,263,15517,
765,-2248,312,15518,
701,-2237,373,15519,
762,-2200,319,15520,
725,-2182,317,15521,
790,-2245,330,15522,
776,-2222,303,15523,
790,-2251,341,15524,
772,-2232,350,15525,
696,-2220,376,15526,
