ARRIVALS,,,,
#sitename,,,,
#onset,,,,
#first motion,,,,
#phase,,,,
#year month day,,,,
#hour minute,,,,
#second,,,,
#uncertainty in seconds,,,,
#peak amplitude,,,,
#frequency at P phase,,,,
,,,,
TIME SERIES,,,,
LLPS,LLPS,LLPS,#sitename,
EHE _,EHN _,EHZ _,#component,
unnamed,unnamed,unnamed,#authority,
20180828,20180828,20180828,#year month day,
438,438,438,#hour minute,
7.112,7.112,7.112,#second,
100,100,100,#samples per second,
27126,27126,27126,#number of samples,
0,0,0,#sync,
,,,#sync source,
--------,--------,--------,,
787,-2228,412,22301,
935,-2223,385,22302,
852,-2326,317,22303,
986,-2232,363,22304,
846,-2267,377,22305,
802,-2120,367,22306,
875,-2182,305,22307,
813,-2292,273,22308,
881,-2253,186,22309,
872,-2358,218,22310,
894,-2181,326,22311,
875,-2226,400,22312,
877,-2168,511,22313,
764,-2180,519,22314,
863,-2245,536,22315,
845,-2221,517,22316,
843,-2269,530,22317,
836,-2232,476,22318,
749,-2274,405,22319,
831,-2268,364,22320,
760,-2378,320,22321,
930,-2351,251,22322,
841,-2393,180,22323,
813,-2377,217,22324,
844,-2336,123,22325,
775,-2373,125,22326,
826,-2283,181,22327,
759,-2340,279,22328,
831,-2346,294,22329,
836,-2420,264,22330,
882,-2295,393,22331,
824,-2243,389,22332,
791,-2247,429,22333,
762,-2143,402,22334,
801,-2084,361,22335,
903,-2054,370,22336,
867,-2188,383,22337,
938,-2169,400,22338,
874,-2214,336,22339,
958,-2163,246,22340,
969,-2168,215,22341,
972,-2215,227,22342,
1101,-2277,224,22343,
986,-2313,306,22344,
987,-2234,308,22345,
1005,-2301,431,22346,
918,-2247,477,22347,
959,-2282,475,22348,
892,-2305,454,22349,
858,-2354,331,22350,
909,-2307,418,22351,
730,-2234,349,22352,
780,-2165,377,22353,
770,-2116,373,22354,
821,-2144,384,22355,
864,-2052,515,22356,
739,-2138,479,22357,
854,-2134,469,22358,
717,-2181,352,22359,
774,-2171,242,22360,
737,-2224,176,22361,
708,-2322,185,22362,
818,-2330,187,22363,
765,-2344,205,22364,
849,-2211,281,22365,
774,-2218,376,22366,
795,-2253,454,22367,
793,-2345,435,22368,
755,-2279,495,22369,
736,-2293,560,22370,
769,-2229,607,22371,
771,-2188,489,22372,
840,-2237,377,22373,
871,-2056,309,22374,
821,-2206,247,22375,
907,-2148,254,22376,
816,-2159,215,22377,
889,-2213,238,22378,
878,-2173,283,22379,
949,-2283,384,22380,
926,-2280,412,22381,
933,-2346,416,22382,
981,-2311,357,22383,
820,-2329,349,22384,
915,-2301,367,22385,
723,-2353,282,22386,
779,-2363,252,22387,
808,-2309,197,22388,
798,-2286,244,22389,
956,-2238,202,22390,
924,-2274,231,22391,
960,-2190,310,22392,
879,-2224,344,22393,
899,-2169,386,22394,
898,-2196,382,22395,
897,-2182,448,22396,
859,-2156,395,22397,
845,-2145,374,22398,
795,-2079,374,22399,
847,-2188,391,22400,
844,-2155,337,22401,
703,-2249,288,22402,
767,-2221,288,22403,
644,-2207,247,22404,
742,-2216,219,22405,
687,-2181,187,22406,
708,-2191,305,22407,
783,-2194,283,22408,
697,-2272,260,22409,
868,-2291,285,22410,
846,-2352,362,22411,
930,-2329,415,22412,
891,-2390,395,22413,
853,-2310,453,22414,
886,-2320,394,22415,
900,-2302,501,22416,
894,-2268,485,22417,
885,-2376,437,22418,
892,-2288,481,22419,
817,-2306,440,22420,
848,-2204,431,22421,
756,-2238,370,22422,
857,-2195,293,22423,
847,-2137,211,22424,
815,-2165,272,22425,
762,-2183,246,22426,
757,-2314,222,22427,
909,-2276,212,22428,
813,-2267,216,22429,
861,-2197,270,22430,
841,-2225,287,22431,
919,-2187,361,22432,
951,-2202,368,22433,
929,-2183,482,22434,
921,-2121,505,22435,
844,-2165,510,22436,
872,-2122,527,22437,
817,-2188,459,22438,
764,-2104,409,22439,
752,-2180,317,22440,
841,-2241,256,22441,
855,-2247,192,22442,
955,-2304,180,22443,
932,-2267,279,22444,
926,-2288,367,22445,
948,-2324,316,22446,
862,-2362,362,22447,
998,-2369,324,22448,
869,-2429,382,22449,
913,-2376,474,22450,
909,-2362,396,22451,
762,-2286,452,22452,
837,-2191,368,22453,
755,-2145,343,22454,
832,-2133,227,22455,
889,-2137,211,22456,
880,-2047,279,22457,
924,-2081,228,22458,
926,-2043,369,22459,
922,-2115,318,22460,
930,-2127,306,22461,
948,-2135,354,22462,
892,-2269,337,22463,
853,-2269,320,22464,
868,-2344,248,22465,
877,-2352,289,22466,
842,-2316,381,22467,
830,-2319,357,22468,
770,-2319,310,22469,
777,-2276,374,22470,
805,-2161,397,22471,
797,-2138,455,22472,
874,-2192,452,22473,
877,-2204,389,22474,
857,-2224,348,22475,
879,-2229,323,22476,
910,-2258,343,22477,
972,-2347,278,22478,
1000,-2336,289,22479,
920,-2362,261,22480,
907,-2343,246,22481,
897,-2309,336,22482,
830,-2362,360,22483,
745,-2281,422,22484,
683,-2265,474,22485,
691,-2260,456,22486,
652,-2246,361,22487,
737,-2228,263,22488,
779,-2164,323,22489,
789,-2175,369,22490,
831,-2156,355,22491,
746,-2209,406,22492,
746,-2288,364,22493,
735,-2336,350,22494,
782,-2315,377,22495,
825,-2287,421,22496,
801,-2258,511,22497,
845,-2246,507,22498,
734,-2260,485,22499,
724,-2199,367,22500,
806,-2277,298,22501,
754,-2260,315,22502,
797,-2228,364,22503,
794,-2203,456,22504,
763,-2114,420,22505,
853,-2173,386,22506,
869,-2173,338,22507,
906,-2185,261,22508,
935,-2164,224,22509,
878,-2120,231,22510,
877,-2160,280,22511,
878,-2142,306,22512,
913,-2161,336,22513,
897,-2173,357,22514,
877,-2192,395,22515,
847,-2238,393,22516,
763,-2202,295,22517,
792,-2247,238,22518,
826,-2238,224,22519,
866,-2193,200,22520,
936,-2237,275,22521,
876,-2249,359,22522,
810,-2291,339,22523,
879,-2320,345,22524,
851,-2362,317,22525,
900,-2412,264,22526,
943,-2360,315,22527,
894,-2297,338,22528,
962,-2268,333,22529,
900,-2216,343,22530,
879,-2247,362,22531,
886,-2306,449,22532,
824,-2336,477,22533,
858,-2337,452,22534,
840,-2263,407,22535,
859,-2173,331,22536,
951,-2075,313,22537,
960,-2094,290,22538,
1007,-2155,266,22539,
991,-2201,244,22540,
975,-2253,255,22541,
968,-2259,287,22542,
882,-2288,232,22543,
943,-2260,201,22544,
891,-2208,246,22545,
863,-2226,329,22546,
877,-2220,401,22547,
815,-2223,381,22548,
819,-2274,377,22549,
738,-2297,417,22550,
752,-2287,414,22551,
730,-2275,406,22552,
740,-2258,346,22553,
767,-2215,303,22554,
741,-2179,301,22555,
835,-2216,261,22556,
829,-2250,238,22557,
874,-2314,206,22558,
849,-2378,233,22559,
839,-2361,260,22560,
898,-2352,249,22561,
824,-2289,266,22562,
883,-2277,317,22563,
855,-2291,379,22564,
838,-2266,381,22565,
875,-2235,396,22566,
784,-2193,402,22567,
756,-2206,431,22568,
684,-2196,422,22569,
640,-2214,372,22570,
680,-2291,361,22571,
684,-2269,344,22572,
770,-2167,400,22573,
803,-2188,376,22574,
782,-2174,328,22575,
881,-2137,351,22576,
835,-2066,382,22577,
804,-2059,436,22578,
843,-2200,435,22579,
774,-2187,434,22580,
782,-2252,363,22581,
772,-2227,315,22582,
761,-2163,345,22583,
819,-2261,301,22584,
851,-2258,307,22585,
871,-2314,291,22586,
868,-2286,270,22587,
855,-2247,366,22588,
826,-2303,383,22589,
795,-2225,400,22590,
816,-2185,407,22591,
802,-2124,338,22592,
804,-2131,354,22593,
874,-2248,260,22594,
923,-2218,272,22595,
984,-2250,378,22596,
1036,-2183,392,22597,
981,-2141,469,22598,
970,-2222,424,22599,
953,-2228,392,22600,
945,-2291,321,22601,
958,-2225,265,22602,
886,-2243,330,22603,
919,-2211,278,22604,
886,-2198,267,22605,
911,-2288,314,22606,
957,-2280,274,22607,
910,-2413,204,22608,
882,-2294,248,22609,
762,-2230,343,22610,
752,-2328,373,22611,
725,-2337,430,22612,
716,-2398,443,22613,
695,-2360,372,22614,
587,-2334,379,22615,
690,-2346,425,22616,
745,-2370,423,22617,
658,-2345,396,22618,
766,-2321,417,22619,
804,-2274,393,22620,
727,-2283,292,22621,
883,-2258,242,22622,
932,-2173,270,22623,
959,-2180,384,22624,
984,-2093,409,22625,
959,-2158,347,22626,
1044,-2249,304,22627,
943,-2238,284,22628,
944,-2239,251,22629,
937,-2179,249,22630,
907,-2165,312,22631,
933,-2126,335,22632,
846,-2104,359,22633,
905,-2145,329,22634,
876,-2116,327,22635,
856,-2172,355,22636,
910,-2194,395,22637,
902,-2158,439,22638,
923,-2295,338,22639,
911,-2245,296,22640,
928,-2282,257,22641,
911,-2377,231,22642,
868,-2304,318,22643,
892,-2386,333,22644,
862,-2394,348,22645,
841,-2398,405,22646,
847,-2383,372,22647,
782,-2310,284,22648,
823,-2320,266,22649,
803,-2225,336,22650,
767,-2200,407,22651,
762,-2263,398,22652,
690,-2209,395,22653,
779,-2275,357,22654,
794,-2272,349,22655,
777,-2183,388,22656,
804,-2176,380,22657,
765,-2148,403,22658,
789,-2223,364,22659,
809,-2209,312,22660,
821,-2196,297,22661,
851,-2257,314,22662,
839,-2226,355,22663,
845,-2213,356,22664,
864,-2170,394,22665,
873,-2126,431,22666,
906,-2142,469,22667,
882,-2149,486,22668,
887,-2202,433,22669,
857,-2189,450,22670,
770,-2117,428,22671,
780,-2108,349,22672,
748,-2124,350,22673,
755,-2179,323,22674,
774,-2153,371,22675,
720,-2129,361,22676,
759,-2121,301,22677,
764,-2178,319,22678,
785,-2154,244,22679,
806,-2087,331,22680,
740,-2195,411,22681,
806,-2221,319,22682,
870,-2323,306,22683,
913,-2354,316,22684,
1012,-2308,332,22685,
974,-2297,350,22686,
940,-2239,352,22687,
972,-2263,363,22688,
906,-2239,323,22689,
896,-2267,236,22690,
883,-2315,218,22691,
876,-2347,211,22692,
944,-2348,229,22693,
893,-2329,234,22694,
917,-2311,209,22695,
924,-2305,260,22696,
881,-2376,260,22697,
922,-2339,280,22698,
861,-2380,351,22699,
847,-2377,363,22700,
844,-2319,369,22701,
789,-2355,418,22702,
757,-2261,424,22703,
736,-2240,374,22704,
756,-2216,370,22705,
782,-2189,336,22706,
845,-2242,272,22707,
878,-2217,272,22708,
902,-2258,263,22709,
907,-2265,308,22710,
883,-2222,409,22711,
815,-2251,382,22712,
755,-2249,348,22713,
798,-2301,305,22714,
764,-2312,309,22715,
781,-2261,398,22716,
790,-2256,415,22717,
790,-2198,484,22718,
810,-2210,423,22719,
766,-2214,332,22720,
842,-2206,360,22721,
898,-2257,311,22722,
900,-2238,309,22723,
912,-2255,285,22724,
960,-2249,309,22725,
982,-2250,347,22726,
1047,-2303,281,22727,
1050,-2267,310,22728,
992,-2256,342,22729,
1008,-2249,426,22730,
849,-2228,510,22731,
850,-2252,460,22732,
835,-2238,473,22733,
750,-2220,413,22734,
801,-2217,407,22735,
722,-2190,499,22736,
822,-2252,410,22737,
815,-2271,373,22738,
786,-2167,354,22739,
830,-2161,266,22740,
729,-2154,220,22741,
840,-2160,253,22742,
821,-2144,315,22743,
800,-2139,292,22744,
864,-2221,329,22745,
861,-2195,404,22746,
971,-2212,413,22747,
987,-2182,485,22748,
962,-2149,565,22749,
910,-2235,516,22750,
827,-2244,462,22751,
842,-2286,416,22752,
861,-2298,361,22753,
874,-2259,336,22754,
887,-2249,286,22755,
843,-2161,236,22756,
909,-2187,168,22757,
925,-2242,211,22758,
842,-2220,256,22759,
838,-2250,178,22760,
713,-2192,214,22761,
649,-2194,292,22762,
690,-2178,330,22763,
643,-2182,319,22764,
697,-2295,322,22765,
693,-2226,419,22766,
693,-2139,444,22767,
803,-2072,413,22768,
767,-2136,448,22769,
793,-2213,421,22770,
754,-2144,354,22771,
684,-2229,364,22772,
814,-2299,280,22773,
892,-2384,194,22774,
980,-2474,241,22775,
989,-2439,311,22776,
932,-2458,329,22777,
963,-2480,324,22778,
911,-2493,367,22779,
946,-2483,344,22780,
980,-2447,369,22781,
917,-2422,463,22782,
924,-2361,447,22783,
843,-2315,381,22784,
858,-2317,338,22785,
888,-2310,354,22786,
860,-2318,327,22787,
905,-2266,235,22788,
873,-2160,203,22789,
952,-2124,234,22790,
1001,-2066,280,22791,
947,-2063,290,22792,
960,-2081,295,22793,
932,-2110,323,22794,
915,-2232,333,22795,
858,-2273,326,22796,
825,-2310,304,22797,
810,-2260,317,22798,
760,-2172,356,22799,
805,-2186,379,22800,
755,-2133,427,22801,
746,-2099,429,22802,
748,-2060,361,22803,
660,-2061,347,22804,
745,-2083,361,22805,
755,-2059,345,22806,
712,-2073,281,22807,
749,-2111,268,22808,
737,-2207,322,22809,
769,-2293,253,22810,
867,-2327,222,22811,
933,-2318,299,22812,
990,-2370,373,22813,
950,-2372,395,22814,
858,-2327,350,22815,
832,-2262,369,22816,
789,-2223,378,22817,
835,-2275,424,22818,
812,-2304,448,22819,
772,-2367,385,22820,
790,-2272,407,22821,
765,-2203,425,22822,
808,-2198,372,22823,
909,-2134,299,22824,
990,-2162,296,22825,
957,-2188,385,22826,
968,-2175,396,22827,
939,-2214,344,22828,
850,-2266,355,22829,
882,-2255,311,22830,
919,-2216,335,22831,
897,-2182,381,22832,
930,-2150,356,22833,
944,-2142,365,22834,
908,-2231,289,22835,
964,-2198,310,22836,
858,-2180,366,22837,
840,-2199,377,22838,
881,-2193,371,22839,
789,-2255,282,22840,
813,-2223,237,22841,
728,-2188,190,22842,
788,-2231,214,22843,
849,-2241,267,22844,
864,-2228,325,22845,
934,-2236,501,22846,
750,-2171,568,22847,
722,-2197,514,22848,
716,-2220,513,22849,
708,-2254,491,22850,
769,-2270,402,22851,
719,-2177,367,22852,
779,-2213,348,22853,
807,-2256,312,22854,
761,-2357,261,22855,
796,-2426,189,22856,
803,-2420,187,22857,
816,-2445,158,22858,
866,-2355,206,22859,
863,-2382,325,22860,
918,-2397,402,22861,
928,-2362,489,22862,
929,-2411,517,22863,
950,-2330,585,22864,
880,-2347,607,22865,
839,-2342,538,22866,
764,-2285,494,22867,
743,-2289,377,22868,
747,-2188,242,22869,
754,-2115,164,22870,
885,-2147,163,22871,
891,-2137,173,22872,
885,-2135,109,22873,
932,-2153,145,22874,
899,-2160,244,22875,
961,-2250,282,22876,
1002,-2261,335,22877,
1037,-2254,380,22878,
1055,-2234,381,22879,
960,-2209,431,22880,
924,-2210,477,22881,
852,-2170,453,22882,
783,-2187,430,22883,
779,-2183,397,22884,
795,-2249,367,22885,
875,-2222,430,22886,
842,-2048,490,22887,
785,-2067,424,22888,
741,-2051,378,22889,
737,-2055,271,22890,
783,-2096,225,22891,
778,-2089,277,22892,
860,-2162,193,22893,
860,-2181,234,22894,
872,-2211,301,22895,
914,-2244,320,22896,
838,-2227,358,22897,
878,-2265,268,22898,
893,-2324,274,22899,
890,-2312,313,22900,
962,-2362,353,22901,
813,-2348,447,22902,
808,-2339,417,22903,
798,-2429,357,22904,
804,-2392,382,22905,
903,-2415,396,22906,
762,-2424,310,22907,
930,-2369,250,22908,
893,-2349,174,22909,
942,-2318,174,22910,
1003,-2288,234,22911,
828,-2220,251,22912,
920,-2206,246,22913,
802,-2240,186,22914,
885,-2189,272,22915,
919,-2162,330,22916,
863,-2162,363,22917,
896,-2152,446,22918,
852,-2166,418,22919,
856,-2156,363,22920,
798,-2124,346,22921,
800,-2158,338,22922,
770,-2245,330,22923,
819,-2274,289,22924,
871,-2289,265,22925,
881,-2286,293,22926,
885,-2268,329,22927,
818,-2223,422,22928,
824,-2256,472,22929,
735,-2312,546,22930,
742,-2324,541,22931,
787,-2334,449,22932,
728,-2236,445,22933,
800,-2248,369,22934,
750,-2185,309,22935,
807,-2092,243,22936,
826,-2170,248,22937,
745,-2211,273,22938,
825,-2228,201,22939,
735,-2225,202,22940,
781,-2294,195,22941,
801,-2272,241,22942,
775,-2237,285,22943,
852,-2271,287,22944,
758,-2234,330,22945,
809,-2232,348,22946,
770,-2200,367,22947,
684,-2212,414,22948,
753,-2204,429,22949,
693,-2153,383,22950,
693,-2126,327,22951,
764,-2130,344,22952,
805,-2126,429,22953,
839,-2080,380,22954,
866,-2085,374,22955,
882,-2079,463,22956,
933,-2165,421,22957,
1035,-2265,309,22958,
1053,-2343,253,22959,
942,-2397,256,22960,
901,-2401,241,22961,
939,-2409,303,22962,
1014,-2383,315,22963,
1002,-2392,315,22964,
948,-2269,448,22965,
935,-2256,518,22966,
763,-2331,461,22967,
805,-2222,408,22968,
786,-2250,402,22969,
760,-2214,389,22970,
858,-2196,384,22971,
840,-2201,405,22972,
981,-2126,422,22973,
905,-2166,383,22974,
881,-2127,380,22975,
936,-2188,322,22976,
843,-2215,220,22977,
866,-2250,211,22978,
899,-2218,255,22979,
857,-2101,349,22980,
787,-2192,406,22981,
803,-2242,450,22982,
799,-2336,465,22983,
768,-2381,418,22984,
779,-2316,400,22985,
822,-2212,399,22986,
861,-2173,383,22987,
854,-2172,316,22988,
887,-2249,294,22989,
893,-2305,276,22990,
912,-2292,154,22991,
958,-2319,225,22992,
890,-2212,381,22993,
913,-2256,377,22994,
952,-2300,436,22995,
946,-2398,486,22996,
951,-2433,446,22997,
845,-2292,462,22998,
841,-2295,444,22999,
827,-2275,379,23000,
815,-2361,290,23001,
878,-2373,262,23002,
824,-2332,288,23003,
834,-2352,147,23004,
859,-2322,173,23005,
863,-2301,263,23006,
927,-2319,180,23007,
891,-2319,210,23008,
933,-2260,239,23009,
941,-2305,331,23010,
809,-2243,367,23011,
845,-2191,385,23012,
696,-2272,498,23013,
645,-2271,361,23014,
762,-2244,296,23015,
634,-2162,357,23016,
859,-2082,354,23017,
851,-2148,412,23018,
810,-2145,415,23019,
993,-2141,398,23020,
716,-2164,423,23021,
801,-2107,421,23022,
758,-2161,362,23023,
742,-2167,277,23024,
879,-2196,239,23025,
738,-2191,261,23026,
952,-2227,257,23027,
843,-2276,322,23028,
799,-2247,426,23029,
854,-2262,462,23030,
701,-2195,486,23031,
874,-2208,492,23032,
844,-2204,553,23033,
742,-2202,489,23034,
706,-2177,329,23035,
664,-2200,237,23036,
745,-2225,130,23037,
785,-2152,117,23038,
876,-2138,237,23039,
924,-2145,348,23040,
871,-2205,315,23041,
873,-2275,227,23042,
912,-2299,223,23043,
927,-2262,252,23044,
977,-2259,291,23045,
928,-2254,384,23046,
853,-2228,444,23047,
872,-2261,431,23048,
790,-2290,439,23049,
864,-2329,464,23050,
900,-2361,408,23051,
864,-2300,363,23052,
895,-2240,346,23053,
767,-2195,319,23054,
724,-2139,386,23055,
749,-2090,392,23056,
763,-2179,322,23057,
875,-2231,344,23058,
905,-2241,368,23059,
864,-2329,353,23060,
935,-2280,317,23061,
898,-2300,310,23062,
883,-2227,412,23063,
933,-2254,428,23064,
884,-2305,364,23065,
887,-2222,341,23066,
910,-2296,295,23067,
889,-2285,296,23068,
919,-2292,264,23069,
928,-2296,245,23070,
867,-2287,274,23071,
914,-2314,230,23072,
901,-2276,249,23073,
919,-2285,278,23074,
907,-2245,296,23075,
817,-2128,361,23076,
808,-2112,328,23077,
799,-2117,325,23078,
821,-2165,302,23079,
801,-2105,281,23080,
814,-2127,372,23081,
813,-2204,368,23082,
858,-2162,405,23083,
872,-2213,398,23084,
811,-2175,353,23085,
752,-2279,334,23086,
774,-2201,241,23087,
902,-2212,273,23088,
870,-2344,342,23089,
898,-2192,365,23090,
867,-2216,358,23091,
869,-2190,375,23092,
960,-2264,431,23093,
898,-2325,452,23094,
907,-2289,557,23095,
847,-2301,580,23096,
798,-2267,470,23097,
753,-2253,463,23098,
724,-2306,380,23099,
835,-2307,288,23100,
852,-2226,367,23101,
838,-2218,355,23102,
828,-2097,293,23103,
815,-2167,267,23104,
832,-2198,280,23105,
800,-2240,275,23106,
754,-2300,194,23107,
705,-2219,203,23108,
690,-2306,155,23109,
790,-2275,142,23110,
756,-2387,240,23111,
787,-2316,251,23112,
824,-2242,391,23113,
656,-2236,505,23114,
741,-2143,453,23115,
759,-2297,423,23116,
777,-2277,367,23117,
825,-2310,374,23118,
776,-2219,407,23119,
866,-2211,358,23120,
860,-2301,310,23121,
957,-2309,265,23122,
915,-2366,253,23123,
854,-2288,261,23124,
950,-2442,277,23125,
906,-2376,351,23126,
993,-2281,390,23127,
954,-2255,394,23128,
908,-2133,351,23129,
927,-2255,247,23130,
835,-2207,299,23131,
876,-2192,367,23132,
857,-2199,358,23133,
853,-2250,401,23134,
880,-2302,382,23135,
856,-2187,344,23136,
845,-2234,291,23137,
840,-2186,283,23138,
865,-2142,309,23139,
841,-2105,278,23140,
889,-2054,339,23141,
903,-2146,330,23142,
912,-2165,342,23143,
921,-2184,428,23144,
900,-2205,461,23145,
969,-2265,524,23146,
913,-2350,489,23147,
903,-2351,446,23148,
846,-2307,441,23149,
796,-2286,465,23150,
902,-2367,460,23151,
882,-2366,386,23152,
868,-2342,358,23153,
814,-2326,303,23154,
819,-2248,345,23155,
879,-2219,382,23156,
877,-2210,310,23157,
851,-2267,352,23158,
827,-2229,344,23159,
846,-2234,267,23160,
751,-2221,359,23161,
738,-2200,394,23162,
741,-2246,351,23163,
722,-2157,419,23164,
686,-2204,438,23165,
686,-2171,439,23166,
720,-2130,376,23167,
740,-2036,334,23168,
878,-2094,412,23169,
862,-2232,404,23170,
939,-2158,382,23171,
945,-2261,318,23172,
954,-2237,299,23173,
1061,-2348,310,23174,
1045,-2348,335,23175,
1092,-2308,421,23176,
1005,-2354,337,23177,
1017,-2244,301,23178,
980,-2311,303,23179,
917,-2274,306,23180,
892,-2231,433,23181,
818,-2107,522,23182,
786,-2110,548,23183,
666,-2130,492,23184,
671,-2112,386,23185,
683,-2149,262,23186,
768,-2062,208,23187,
793,-2160,296,23188,
787,-2114,323,23189,
847,-2228,197,23190,
780,-2308,179,23191,
782,-2327,146,23192,
814,-2402,13,23193,
900,-2313,111,23194,
864,-2417,186,23195,
916,-2270,275,23196,
872,-2292,405,23197,
721,-2304,407,23198,
743,-2224,422,23199,
659,-2263,380,23200,
760,-2161,436,23201,
745,-2235,378,23202,
793,-2143,308,23203,
804,-2203,364,23204,
658,-2188,204,23205,
757,-2064,208,23206,
809,-2168,276,23207,
903,-2207,235,23208,
964,-2259,266,23209,
916,-2179,239,23210,
812,-2197,263,23211,
842,-2203,325,23212,
905,-2168,401,23213,
918,-2156,432,23214,
909,-2084,414,23215,
899,-2166,483,23216,
921,-2209,429,23217,
864,-2262,362,23218,
923,-2280,375,23219,
907,-2246,311,23220,
954,-2286,293,23221,
966,-2247,300,23222,
917,-2299,233,23223,
1024,-2295,240,23224,
899,-2251,364,23225,
882,-2312,398,23226,
916,-2267,445,23227,
818,-2290,509,23228,
854,-2315,457,23229,
797,-2390,352,23230,
839,-2456,237,23231,
881,-2400,264,23232,
831,-2381,359,23233,
908,-2310,428,23234,
852,-2355,408,23235,
868,-2369,386,23236,
859,-2346,389,23237,
782,-2346,309,23238,
823,-2282,344,23239,
767,-2273,344,23240,
801,-2293,289,23241,
782,-2377,292,23242,
745,-2298,295,23243,
799,-2283,330,23244,
787,-2261,317,23245,
839,-2151,359,23246,
753,-2186,440,23247,
737,-2125,476,23248,
771,-2190,499,23249,
656,-2199,468,23250,
733,-2191,459,23251,
744,-2214,476,23252,
794,-2163,403,23253,
973,-2194,348,23254,
1034,-2204,380,23255,
1082,-2331,351,23256,
1042,-2260,369,23257,
1019,-2275,326,23258,
1006,-2379,235,23259,
991,-2258,296,23260,
1081,-2291,312,23261,
1065,-2217,349,23262,
1029,-2161,366,23263,
978,-2162,350,23264,
768,-2107,335,23265,
713,-2126,274,23266,
721,-2149,262,23267,
684,-2134,181,23268,
757,-2070,126,23269,
795,-2049,158,23270,
845,-2038,263,23271,
846,-2114,358,23272,
785,-2218,292,23273,
745,-2247,294,23274,
638,-2253,271,23275,
673,-2300,191,23276,
749,-2364,225,23277,
800,-2284,292,23278,
868,-2253,460,23279,
721,-2209,525,23280,
759,-2177,455,23281,
778,-2306,472,23282,
667,-2267,496,23283,
754,-2273,465,23284,
638,-2246,475,23285,
664,-2169,479,23286,
780,-2242,347,23287,
743,-2184,247,23288,
874,-2201,212,23289,
909,-2209,215,23290,
981,-2281,258,23291,
969,-2388,347,23292,
885,-2341,373,23293,
958,-2330,343,23294,
860,-2294,405,23295,
925,-2388,356,23296,
958,-2349,381,23297,
904,-2274,445,23298,
990,-2273,367,23299,
929,-2133,444,23300,
944,-2183,489,23301,
907,-2190,382,23302,
